catalogid,id,name,categories,mfgid,manufacturer,distributor,cost,price,price2,price3,saleprice,onsale,stock,stock_alert,display_stock,weight,minimumorder,maximumorder,date_created,description,extended_description,keywords,sorting,thumbnail,image1,image2,image3,image4,realmedia,related,accessories,shipcost,imagecaption1,imagecaption2,imagecaption3,imagecaption4,title,metatags,displaytext,eproduct_password,eproduct_random,eproduct_expire,eproduct_path,eproduct_serial,eproduct_instructions,homespecial,categoryspecial,hide,free_shipping,nontax,notforsale,giftcertificate,userid,last_update,extra_field_1,extra_field_2,extra_field_3,extra_field_4,extra_field_5,extra_field_6,extra_field_7,extra_field_8,extra_field_9,extra_field_10,extra_field_11,extra_field_12,extra_field_13,usecatoptions,qtyoptions,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,hide_1,hide_2,hide_3,hide_4,hide_5,hide_6,hide_7,hide_8,hide_9,hide_10,minorderpkg,listing_displaytype,show_out_stock,pricing_groupopt,qtydiscount_opt,loginlevel,redirectto,accessgroup,self_ship,tax_code,eproduct_reuseserial,nonsearchable,instock_message,outofstock_message,backorder_message,height,width,depth,reward_points,reward_disable,reward_redeem,filename,fractional_qty,gtin,canonical_url,link
27,AW-21-10,10-Pack 2.1mm Female Barrel power connector w/terminal block,Accessories/Connectors,AW-21-10,,,0,9.5,9.5,0,9.5,0,95,0,,0.3,1,0,3/23/2015,,"<div class=desc> 			<h2>Description</h2> 			<p>The AW-21-10 is a 10 pack of the AW-21 2.1mm&nbsp;Barrel&nbsp;Power connectors. &nbsp;This bulk pack is great for installers, or people with a large number of cameras to install.  </p> 			<p>The AW-21 2.1mm Barrel power connector is used to terminate the power wires from a bulk spool to allow connection to a standard security camera power input. One of these connectors should be used for each camera when bulk RG-59 siamese power/video cable is used.</p> 			<p>    These connectors are also employed when using a multi-camera power box with pre-made cables, this connector will attach to the power box, then plug into the pre-made power/video cables.</p> 			<p>    The AW-21 power connector has a terminal block attached to it, so it can be easily connected to a pair of wires to extend the length of the connector as needed.</p> 			<p><b>Note: </b>White stripe on the AW-21 goes to Positive + !</p> 		</div>",,0,assets/images/products/accessories/aw-21/aw-21-10_1_500x375_thumbnail.jpg,assets/images/products/Accessories/AW-21/AW-21-10_1_500x375.jpg,assets/images/products/Accessories/AW-21/AW-21_1_500x375.jpg,assets/images/products/Accessories/AW-21/AW-21_3_500x426.jpg,assets/images/products/Accessories/AW-21/AW-21_2_500x375.jpg,,,,0,10-Pack of Barrel Power Connectors for installation,Pack of 10 x 2.1mm Barrel Power connectors to plug into your camera,2.1mm barrel connector for easy plug in to any CCTV camera or IP Camera's aux power connector,Terminal block for easy connection to 18GA power cables,10 Pack - 2.1mm Barrel Power connectors for security cameras,"<META NAME=""DESCRIPTION"" CONTENT=""10 Pack AW-21 2.1mm Barrel Power connectors for use with security cameras and other low voltage devices.  These are compatible with most IP, HDSDI ""> <META NAME=""ABSTRACT"" CONTENT=""10 Pack of BNC power connectors for security cameras.""> <META NAME=""KEYWORDS"" CONTENT=""2.1mm, barrel, power connector, 10 pack, bulk, aw-21-10""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/20/2021 13:12,,,,,,,,,,,,,,0,,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,10pk-barrel-power-connector,0,,,
28,AW-21M,2.1mm Male CCTV Barrel power connector,Accessories/Connectors,AW-21M,,,0,1.5,1.5,0,1.5,0,280,0,,0.1,1,0,3/23/2015,,"<div class=desc> 			<h2>Description</h2> 			<p>&nbsp;&nbsp;&nbsp;The AW-21M 2.1mm Barrel male power connector is used to terminate the power wires from a bulk spool to allow connection to a standard security camera power supply on the head end. One of these connectors should be used for each camera when bulk RG-59 siamese power/video cable is used with standard individual style power adapters.</p> 			<p>These connectors are the same connector found built in to the cables for most CCTV security cameras, so they can also be used to repair defective camera cables to replace the connector on the camera..</p> 			<p>The AW-21M power connector is stripped and tinned to make it easy to splice onto any pair of power wires, use with any terminal block and wire to extend the connection as needed.</p> 			<p><b>Note: </b>White stripe on the AW-21M goes to Positive + !</p> 		</div>",,0,assets/images/products/accessories/aw-21m/aw-21m_1_500x375_thumbnail.jpg,assets/images/products/Accessories/AW-21M/AW-21M_1_500x375.jpg,assets/images/products/Accessories/AW-21M/AW-21M_2_500x375.jpg,assets/images/products/Accessories/AW-21M/AW-21M_3_500x375.jpg,,,,,0,2.1mm Barrel Power Connector (M) lets you connect individual power adapters to bulk cabling,"2.1mm Barrel Male connector, great for adapting power supplies to bare wire 18 GA cables",White Stripe + Stripped and Tinned Connectors,,Male 2.1mm Barrel Power Connector,"<META NAME=""DESCRIPTION"" CONTENT=""AW-21M - Male 2.1mm Barrel Power Connector for Low Voltage and Security Cameras""> <META NAME=""ABSTRACT"" CONTENT=""2.1mm Male Barrel Connector with leads for security camera installs""> <META NAME=""KEYWORDS"" CONTENT=""aw-21m, male, barrel, power connector, dc power""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/12/2016 15:39,,,,,,,,,,,,,,0,,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,male-barrel-power-connector,0,,,
29,AW-21M-10,10-Pack of 2.1mm Male CCTV Barrel power connector,Accessories/Connectors,AW-21M-10,,,0,9.5,9.5,0,9.5,0,98,0,,0.3,1,0,3/23/2015,,"<div class=desc> 			<h2>Description</h2> 			<p>The AW-21M-10 is a 10 pack of AW-21M male barrel power connectors, which is great for when you have multiple cameras to install or repair.</p> 			<p>&nbsp;&nbsp;&nbsp;The AW-21M 2.1mm Barrel male power connector is used to terminate the power wires from a bulk spool to allow connection to a standard security camera power supply on the head end. One of these connectors should be used for each camera when bulk RG-59 siamese power/video cable is used with standard individual style power adapters.</p> 			<p>These connectors are the same connector found built in to the cables for most CCTV security cameras, so they can also be used to repair defective camera cables to replace the connector on the camera..</p> 			<p>The AW-21M power connector is stripped and tinned to make it easy to splice onto any pair of power wires, use with any terminal block and wire to extend the connection as needed.</p> 			<p><b>Note: </b>White stripe on the AW-21M goes to Positive + !</p> 		</div>",,0,assets/images/products/accessories/aw-21m/aw-21m-10_1_500x375_thumbnail.jpg,assets/images/products/Accessories/AW-21M/AW-21M-10_1_500x375.jpg,assets/images/products/Accessories/AW-21M/AW-21M_1_500x375.jpg,assets/images/products/Accessories/AW-21M/AW-21M_3_500x375.jpg,assets/images/products/Accessories/AW-21M/AW-21M_2_500x375.jpg,,,,0,10-Pack of Barrel Power Connectors (M),,,,10 Pack - Male 2.1mm Barrel Power Connectors,"<META NAME=""DESCRIPTION"" CONTENT=""10-Pack of Male Barrel power connectors for security cameras and other low-voltage devices""> <META NAME=""ABSTRACT"" CONTENT=""10-pack of barrel power connectors for cctv security cameras""> <META NAME=""KEYWORDS"" CONTENT=""barrel, power connector, dc power, connector, aw-21m-10""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,3/21/2022 12:06,,,,,,,,,,,,,,0,,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,10pk-male-barrel-power-connector,0,,,
30,BALUN-VP1,CCTV over UTP Power/Video CCTV Balun (1 pair) with RJ-45 Connector for CAT-5 Cable,Accessories/Connectors,BALUN-VP1,,,0,12,12,0,12,0,-3,0,,0.9,1,0,3/23/2015,,"<div class=desc> 			<h2>Description</h2> 			<p>This unique CCTV&nbsp;accessory will allow you to use standard CAT-5 cable to run your analog security cameras with ease. &nbsp;It adapts from a standard CAT-5 cable with RJ-45 termination to carry power and video to and from the camera.  These adpaters are designed to permit runs of up to 1000' for each security camera using CAT-5 cable.  </p> 			<p>Although it will work with any CAT-5 cable, it is recommended to use shielded CAT-5e for camera runs that will be close to any sources of electro-magnetic interference (high voltage lines, flourescent lighting, motors, etc).</p> 			<p>Each BALUN-VP1 comes as a pair, one end connects to your DVR and power supply, while the other end connects to the camera video and power connections.</p> 			<p></p> 		</div>",,0,assets/images/products/accessories/balun-vp1/balun-vp1_2_500x375_thumbnail.jpg,assets/images/products/Accessories/BALUN-VP1/BALUN-VP1_2_500x375.jpg,assets/images/products/Accessories/BALUN-VP1/BALUN-VP1_1_500x375.jpg,assets/images/products/Accessories/BALUN-VP1/BALUN-VP1_7_500x375.jpg,assets/images/products/Accessories/BALUN-VP1/BALUN-VP1_8_150x85.jpg,,,,0,Video and Power Balun - Use CAT-5 cable to run your analog CCTV cameras,Use CAT-5 Cable to run traditional Analog CCTV Cameras (Video and Power),"Simply plug in an ethernet cable, and instantly you have a CCTV cable",Great for running your cameras with less expensive CAT-5 cable,Power and Video Balun - Run Analog cameras with CAT-5 cable,"<META NAME=""DESCRIPTION"" CONTENT=""This CCTV Balun allows you to run CAT-5 or CAT-6 cable for your analog CCTV cameras.  This balun carries power and video""> <META NAME=""ABSTRACT"" CONTENT=""Power and Video Balun for CCTV over UTP (CAT5 or CAT6)""> <META NAME=""KEYWORDS"" CONTENT=""balun, utp, cctv over UTP, cctv over CAT5, video power balun, BALUN-VP1""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/12/2016 15:44,,,,,,,,,,,,,,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,video-power-balun,0,,,
31,BALUN-VPA1,CCTV over UTP Power/Video/Audio CCTV Balun (1 pair) with RJ-45 Connector for CAT-5 Cable,Accessories/Connectors,BALUN-VPA1,,,0,18,18,0,18,0,-14,0,,0.9,1,0,3/23/2015,,"<div class=""desc""> 			<h2>Description</h2> 			<p>This unique CCTV&nbsp;accessory will allow you to use standard CAT-5 cable to run your analog security cameras with ease. &nbsp;It adapts from a standard CAT-5 cable with RJ-45 termination to carry power, <span style=""font-weight: bold;"">audio</span> and video to and from the camera. These adpaters are designed to permit runs of up to 1000' for each security camera using CAT-5 cable.</p> 			<p>Although it will work with any CAT-5 cable, it is recommended to use shielded CAT-5e for camera runs that will be close to any sources of electro-magnetic interference (high voltage lines, flourescent lighting, motors, etc).</p> 			<p>Each BALUN-VPA1 comes as a pair, one end connects to your DVR and power supply, while the other end connects to the camera video, microphone and power connections.</p> 			<p></p> 		</div> ",,0,assets/images/products/accessories/balun-vpa1/balun-vpa1_1_500x375_thumbnail.jpg,assets/images/products/Accessories/BALUN-VPA1/BALUN-VPA1_1_500x375.jpg,assets/images/products/Accessories/BALUN-VPA1/BALUN-VPA1_3_500x375.jpg,assets/images/products/Accessories/BALUN-VP1/BALUN-VP1_7_500x375.jpg,assets/images/products/Accessories/BALUN-VPA1/BALUN-VPA1_6_150x85.jpg,,,,0,"Video, Power and Audio BALUN - Use CAT-5 cable to run your analog cameras","Video, Power and Audio can all be carried through the same CAT-5 cable with these baluns (adapters)",Just plug in any ethernet cable and use it for video/power and audio,Connect your cameras with ethernet cables,Power/Video/Audio Balun - Run Analog cameras with CAT-5/6 cables,"<META NAME=""DESCRIPTION"" CONTENT=""This CCTV Balun lets you run analog CCTV cameras with standard CAT-5 or CAT-6 cable.  This balun carries video, power and audio""> <META NAME=""ABSTRACT"" CONTENT=""Video, Power and Audio balun for CCTV over CAT-5 or CAT-6 cable""> <META NAME=""KEYWORDS"" CONTENT=""balun, cat-5, cat-6, video power audio, BALUN-VPA1, analog, cctv""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/12/2016 15:42,,,,,,,,,,,,,,0,,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,video-power-audio-balun,0,,,
32,BNC-C-59,BNC Weatherproof Compression Fittings for RG-59 Coaxial Cable,Accessories/Connectors,BNC-C-59,,,0,2,2,0,2,0,565,0,,0.02,1,0,3/23/2015,,"		<div class=""desc""> 			<h2>Description</h2> 			<p>The BNC-C-59 BNC compression connectors are the ultimate in termination for security cameras using&nbsp;RG-59 coaxial cables. &nbsp;These connectors are a 2-pc style connector, which compresses securely onto the RG-59 coaxial cable.  Once the connectors are properly installed, they provide 100 lb test strength.</p> 			<p>This is the most secure type of BNC connector for making your own security camera cables with coaxial cables.  For best termination, use our CT-10 compression tool for compressing onto your cables.</p> 			<p></p> 		</div> ",,0,assets/images/products/accessories/bnc-c-59/bnc-c-59_1_400x300_thumbnail.jpg,assets/images/products/accessories/BNC-C-59/BNC-C-59_1_400x300.jpg,,,,,,,0,BNC Compression connector - For the Best RG-59 termination ,,,,Compression Style BNC connector for RG-59 Coaxial Cable - for HD-SDI and Analog Cameras,"<META NAME=""DESCRIPTION"" CONTENT=""These BNC compression style connectors are ideal for creating your own cctv cables for analog or HDSDI Cameras.  weatherproof connectors for outdoor""> <META NAME=""ABSTRACT"" CONTENT=""Outdoor weatherproof compression BNC connectors for analog and HDSDI""> <META NAME=""KEYWORDS"" CONTENT=""compression bnc, bnc connector, weatherproof connector, BNC-C-59""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/12/2016 15:47,,,,,,,,,,,,,,0,,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,bnc-compression-connector-rg59,0,,,
33,BNC-C-59-10,10-Pack BNC Weatherproof Compression Fittings for RG-59 Coaxial Cable,Accessories/Connectors,BNC-C-59-10,,,0,17.5,17.5,0,17.5,0,33,0,,1,1,0,3/23/2015,,"		<div class=desc> 			<h2>Description</h2> 			<p>BNC-C-59-19 is a 10-pack of BNC compression connectors, which is great for CCTV system installers, or customers who will be using RG-59 coaxial cable for installing multiple security cameras in their home or business.</p> 			<p>The BNC-C-59 BNC compression connectors are the ultimate in termination for security cameras using&nbsp;RG-59 coaxial cables. &nbsp;These connectors are a 2-pc style connector, which compresses securely onto the RG-59 coaxial cable.  Once the connectors are properly installed, they provide 100 lb test strength.</p> 			<p>This is the most secure type of BNC connector for making your own security camera cables with coaxial cables.  For best termination, use our CT-10 compression tool for compressing onto your cables.</p> 			<p></p> 		</div>",,0,assets/images/products/accessories/bnc-c-59/bnc-c-59-10_1_400x300_thumbnail.jpg,assets/images/products/accessories/BNC-C-59/BNC-C-59-10_1_400x300.jpg,,,,,,,0,10-Pack of BNC compression Connectors,,,,10 Pack BNC Compression Connectors - for HD-SDI and Analog CCTV cameras,"<META NAME=""DESCRIPTION"" CONTENT=""This 10 pack of BNC Compression connectors allows you to make your own weatherproof CCTV cables for analog or HDSDI Cameras""> <META NAME=""ABSTRACT"" CONTENT=""10-Pack BNC connectors compression for analog or HDSDI cameras""> <META NAME=""KEYWORDS"" CONTENT=""BNC compression connector, analog compression, HDSDI compression, BNC-C-59-10""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/12/2016 15:45,,,,,,,,,,,,,,0,,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,10pk-bnc-compression-connector-rg59,0,,,
34,BNCRCA-1,BNC to RCA adapter,Accessories/Connectors,BNCRCA-1,,,0,0.95,0.95,0,0.95,0,497,0,,0.02,1,0,3/23/2015,,"		<div class=""desc""> 			<h2>Description</h2> 			<p>BNCRCA-1 is a BNC to RCA adapter which is useful for utilizing RCA style cables to run CCTV cameras, as well as adapting from RCA Male to BNC male.  These connectors are very useful when installing a security camera system at your home or business, as the cables provided with CCTV systems do not always have the correct termination.</p> 			<p>These connectors are also prominently used when connecting RCA style microphones to a DVR that has BNC audio connectors.</p> 			<p></p> 		</div> ",,0,assets/images/products/accessories/bnc-rca-1/bncrca1_300x225_thumbnail.jpg,assets/images/products/accessories/bnc-rca-1/bncrca1_300x225.jpg,,,,,,,0,BNC to RCA adapter,,,,BNC to RCA Adapter adapts RCA video cables to a BNC connector,"<META NAME=""DESCRIPTION"" CONTENT=""BNCRCA-1 BNC Male to RCA Female adapter to provide ability to use RCA style cameras with a BNC video cable.""> <META NAME=""ABSTRACT"" CONTENT=""BNC Male to RCA female adapter for CCTV security cameras and mics""> <META NAME=""KEYWORDS"" CONTENT=""BNC to RCA adapter, BNCRCA-1, BNC adapter, RCA Adapter""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,8/31/2020 18:01,,,,,,,,,,,,,,0,,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,bnc-rca-adapter,0,,,
35,BNCRCA-2,BNC (F) to RCA (M) Adapter,Accessories/Connectors,BNCRCA-2,,,0,0.95,0.95,0,0.95,0,461,0,,0.02,1,0,3/23/2015,,"		<div class=""desc""> 			<h2>Description</h2> 			<p>BNCRCA-2 is a BNC female to RCA male adapter which is useful for utilizing BNC style cables for running cameras or microphones that require an&nbsp;RCA style connection.  These connectors are very useful when installing a security camera system at your home or business, as the cables provided with CCTV systems do not always have the correct termination.</p> 		</div> ",,0,assets/images/products/accessories/bnc-rca-2/bnc-rca-2_1_250x250_thumbnail.jpg,assets/images/products/Accessories/BNC-RCA-2/BNC-RCA-2_1_250x250.jpg,,,,,,,0,BNC to RCA adapter,,,,BNC to RCA Adapter,"<META NAME=""DESCRIPTION"" CONTENT=""BNC Female to RCA Male adapter allows you to use a BNC cable for RCA inputs on cameras or microphones.""> <META NAME=""ABSTRACT"" CONTENT=""BNC Female to RCA male adapter for microphones and cctv cameras""> <META NAME=""KEYWORDS"" CONTENT=""BNCRCA-2, bnc to rca adapter, bnc adapter, rca adapter""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,1/12/2016 15:48,,,,,,,,,,,,,,0,,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,bnc-rca-adapter-2,0,,,
36,BNC-S,BNC-S Splice Connector for extending your BNC cables,Accessories/Connectors,BNC-S,,,0,0.95,0.95,0,0.95,0,325,0,,0.02,1,0,3/23/2015,,"		<div class=desc> 			<h2>Description</h2> 			<p>Sometimes your CCTV&nbsp;cables fall just short in length of where you would like to place your home or business CCTV cable. &nbsp;The BNC-S connector is the answer to this problem. &nbsp;This BNC splice connector will allow you to connect 2 BNC type CCTV&nbsp;Cables together in order to extend your cables further.  </p> 			<p>For best results, use the BNC-S connector with our RG-P series heavy-duty pre-made power/video cables.</p> 		</div>",,0,assets/images/products/accessories/bnc-s/bnc-s_1_500x375_thumbnail.jpg,assets/images/products/accessories/BNC-S/BNC-S_1_500x375.jpg,assets/images/products/accessories/BNC-S/BNC-S_2_500x375.jpg,assets/images/products/accessories/BNC-S/BNC-S_3_500x375.jpg,,,,,0,BNC Splice connector - Extend your CCTV cables,,,,BNC Splice connector - join 2 CCTV cables together,"<META NAME=""DESCRIPTION"" CONTENT=""BNC-S splice connector allows you to join multiple CCTV cables together to extend your security camera cabling.  Ideal for analog security cameras""> <META NAME=""ABSTRACT"" CONTENT=""BNC splice connector for extending cctv cables""> <META NAME=""KEYWORDS"" CONTENT=""BNC-S, bnc splice connector, BNC gender changer, splice connector, cctv splice""> ",,,0,0,,0,,0,0,0,0,0,0,0,Michael,8/17/2022 10:22,,,,,,,,,,,,,,0,,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,,,0,,0,0,Orders over $200 Ship FREE!,,,0,0,0,0,0,0,bnc-splice-connector,0,,,
