optionid,productid,catalogid,category_id,featurecaption,featuretype,featurerequired,sorting,url,info,featureid,featurename,featureprice,sorting,partnumber,imagepath,selected,hidden,optcatalogid,qty,thumbpath,colorcode
,,,,,,,,,,"4933","AVM Software (4-IP Licenses)","200","1","+AVM4","assets/images/Products/AVM/Video_DVD_250x250.jpg","0","0","0","1",,
"1172","dHD-406","218","0","Cable Lengths","Radio","1","2","","","4947","No Cable","0","0",,,"1","0","0","1",,
,,,,,,,,,,"4948","1000' Box CAT-5 Cable w/RJ-45 Connectors","85","1","+CAT5",,"0","0","0","1",,
"1170","dHD-406","218","0","Cameras","DropImage","1","0","","","4938","4 x HD-4216 1080P MicroDomes","200","1","-IH","assets/images/Products/Cameras/HD-IP/IH.jpg","0","0","0","1",,
,,,,,,,,,,"4939","4 x HD-9446 4.0 MegaPixel Elec. Zoom Bullets with Backboxes","980","2","-LH","assets/images/Products/Cameras/HD-IP/LH.jpg","0","0","0","1",,
,,,,,,,,,,"4940","2 x HD-4216 1080P Domes + 2 x HD-9446 4.0 MP Bullet w/Backboxes","590","3","-IHLH","assets/images/Products/Cameras/HD-IP/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"4941","4 x HDB-5212 1080P IR Bullet Cameras","0","0","-BH","assets/images/Products/Cameras/HD-IP/BH.jpg","1","0","0","1",,
"1173","dHD-406","218","0","PoE Switch","Radio","1","3","","","4949","4-Port PoE Switch (100Mbps)","0","0",,,"0","0","0","1",,
,,,,,,,,,,"4950","4-Port PoE Switch (1Gbps)","50","1","+PoEGB",,"0","0","0","1",,
"1171","dHD-406","218","0","Recording","DropImage","1","1","","","4942","AVM Lite Software (7-Days Rolling Recording)","0","0",,"assets/images/Products/AVM/Video_DVD_250x250.jpg","1","0","0","1",,
,,,,,,,,,,"4943","MicroNVR Silver (1TB) + 4 Licenses","990","2","+Silver1TB","assets/images/Products/PCs/MicroNVR.jpg","0","0","0","1",,
,,,,,,,,,,"4944","MicroNVR Gold (2TB) + 4 Licenses","1125","3","+Gold2TB","assets/images/Products/PCs/MicroNVR.jpg","0","0","0","1",,
,,,,,,,,,,"4945","MicroNVR Platinum (4TB) + 4 Licenses","1485","4","+Platinum4TB","assets/images/Products/PCs/hdvr_1_thumbnail.jpg","0","0","0","1",,
,,,,,,,,,,"4946","AVM Software (4-IP Licenses)","200","1","+AVM4","assets/images/Products/AVM/Video_DVD_250x250.jpg","0","0","0","1",,
"1176","dHD-806","219","0","Cable Lengths","Radio","1","2","","","4960","No Cable","0","0",,,"1","0","0","1",,
,,,,,,,,,,"4961","1000' Box CAT-5 Cable w/RJ-45 Connectors","85","1","+CAT5",,"0","0","0","1",,
"1174","dHD-806","219","0","Cameras","DropImage","1","0","","","4951","8 x HD-4216 1080P MicroDomes","400","1","-IH","assets/images/Products/Cameras/HD-IP/IH.jpg","0","0","0","1",,
,,,,,,,,,,"4952","8 x HD-9446 4.0 MegaPixel Elec. Zoom Bullet Cameras w/Backboxes","1960","2","-LH","assets/images/Products/Cameras/HD-IP/LH.jpg","0","0","0","1",,
,,,,,,,,,,"4953","4 x HD-4216 Domes + 4 x HD-9446 Bullets w/Backboxes","1180","3","-IH4LH4","assets/images/Products/Cameras/HD-IP/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"4954","6 x HD-4216 Domes + 2 x HD-9446 Bullets w/BackBoxes","790","4","-IH6LH2","assets/images/Products/Cameras/HD-IP/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"4955","8 x HDB-5212 1080P HD IR Bullet Cameras","0","0","-BH","assets/images/Products/Cameras/HD-IP/BH.jpg","1","0","0","1",,
"1177","dHD-806","219","0","PoE Switch","Radio","1","3","","","4962","2 x 4-Port PoE Switch (100Mbps)","0","0",,,"0","0","0","1",,
,,,,,,,,,,"4963","2 x 4-Port PoE Switch (1Gbps)","100","1","+PoEGB",,"0","0","0","1",,
"1175","dHD-806","219","0","Recording","DropImage","1","1","","","4956","AVM Software (8-IP Licenses)","0","0",,"assets/images/Products/AVM/Video_DVD_250x250.jpg","1","0","0","1",,
,,,,,,,,,,"4957","MicroNVR Silver (1TB)","1270","1","+Silver1TB","assets/images/Products/PCs/MicroNVR.jpg","0","0","0","1",,
,,,,,,,,,,"4958","MicroNVR Gold (2TB)","1405","2","+Gold2TB","assets/images/Products/PCs/MicroNVR.jpg","0","0","0","1",,
,,,,,,,,,,"4959","MicroNVR Platinum (4TB)","1765","3","+Platinum4TB","assets/images/Products/PCs/hdvr_1_thumbnail.jpg","0","0","0","1",,
"1180","dHD-1206","220","0","Cable Lengths","Radio","1","2","","","4974","No Cable","0","0",,,"1","0","0","1",,
,,,,,,,,,,"4975","1000' Box CAT-5 Cable w/RJ-45 Connectors","85","1","+CAT5",,"0","0","0","1",,
"1178","dHD-1206","220","0","Cameras","DropImage","1","0","","","4964","12 x HD-4216 1080P MicroDomes","600","1","-IH","assets/images/Products/Cameras/HD-IP/IH.jpg","0","0","0","1",,
,,,,,,,,,,"4965","12 x HD-9446 4.0 MegaPixle Elec. Zoom Bullet Cameras w/Backboxes","2940","2","-LH","assets/images/Products/Cameras/HD-IP/LH.jpg","0","0","0","1",,
,,,,,,,,,,"4966","10 x HD-4216 Domes + 2 x HD-9446 Bullets w/Backboxes","990","3","-IH10LH2","assets/images/Products/Cameras/HD-IP/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"4967","8 x HD-4216 Domes + 4 x HD-9446 Bullets w/Backboxes","1380","4","-IH8LH4","assets/images/Products/Cameras/HD-IP/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"4968","4 x HD-4216 Domes + 8 x HD-9446 Bullets w/Backboxes","2160","5","-IH4LH8","assets/images/Products/Cameras/HD-IP/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"4969","2 x HD-4216 Domes + 10 x HD-9446 Bullets w/Backboxes","2550","6","-IH2LH10","assets/images/Products/Cameras/HD-IP/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"4970","12 x HDB-5212 HD 1080P Weatherproof Bullet Cameras","0","0","-BH","assets/images/Products/Cameras/HD-IP/BH.jpg","1","0","0","1",,
"1181","dHD-1206","220","0","PoE Switch","Radio","1","3","","","4976","3 x 4-Port PoE Switch (100Mbps)","0","0",,,"0","0","0","1",,
,,,,,,,,,,"4977","3 x 4-Port PoE Switch (1Gbps)","150","1","+PoEGB",,"0","0","0","1",,
"1179","dHD-1206","220","0","Recording","DropImage","1","1","","","4971","AVM Software (12-IP Licenses)","0","0",,"assets/images/Products/AVM/Video_DVD_250x250.jpg","1","0","0","1",,
,,,,,,,,,,"4972","MicroNVR Gold (2TB)","1685","2","+Gold2TB","assets/images/Products/PCs/MicroNVR.jpg","0","0","0","1",,
,,,,,,,,,,"4973","MicroNVR Platinum (4TB)","2045","3","+Platinum4TB","assets/images/Products/PCs/hdvr_1_thumbnail.jpg","0","0","0","1",,
"1184","dHD-1606","221","0","Cable Lengths","Radio","1","2","","","4989","No Cable","0","0",,,"1","0","0","1",,
,,,,,,,,,,"4990","1000' Box CAT-5 Cable w/RJ-45 Connectors","85","1","+CAT5",,"0","0","0","1",,
"1182","dHD-1606","221","0","Cameras","DropImage","1","0","","","4978","16 x HD-4216 1080P MicroDomes","800","1","-IH","assets/images/Products/Cameras/HD-IP/IH.jpg","0","0","0","1",,
,,,,,,,,,,"4979","16 x HD-9446 4.0 MegaPixel Elec. Zoom Bullet Cameras w/Backboxes","3920","2","-LH","assets/images/Products/Cameras/HD-IP/LH.jpg","0","0","0","1",,
,,,,,,,,,,"4980","14 x HD-4216 Domes + 2 x HD-9446 Bullets w/Backboxes","1190","3","-IH14LH2","assets/images/Products/Cameras/HD-IP/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"4981","12 x HD-4216 Domes + 4 x HD-9446 Bullets w/Backboxes","1580","4","-IH12LH4","assets/images/Products/Cameras/HD-IP/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"4982","8 x HD-4216 Domes + 8 x HD-9446 Bullets w/Backboxes","2360","5","-IH8LH8","assets/images/Products/Cameras/HD-IP/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"4983","6 x HD-4216 Domes + 10 x HD-9446 Bullets w/Backboxes","2750","6","-IH6LH10","assets/images/Products/Cameras/HD-IP/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"4984","4 x HD-4216 Domes + 12 x HD-9446 Bullets w/Backboxes","3140","7","-IH4LH12","assets/images/Products/Cameras/HD-IP/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"4985","16 x HDB-5212 HD 1080P Weatherproof IR Bullet Cameras","0","0","-BH","assets/images/Products/Cameras/HD-IP/BH.jpg","1","0","0","1",,
"1185","dHD-1606","221","0","PoE Switch","Radio","1","3","","","4991","4 x 4-Port PoE Switch (100Mbps)","0","0",,,"0","0","0","1",,
,,,,,,,,,,"4992","4 x 4-Port PoE Switch (1Gbps)","200","1","+PoEGB",,"0","0","0","1",,
"1183","dHD-1606","221","0","Recording","DropImage","1","1","","","4986","AVM Software (16-IP Licenses)","0","1",,"assets/images/Products/AVM/Video_DVD_250x250.jpg","1","0","0","1",,
,,,,,,,,,,"4987","MicroNVR Gold (2TB)","1965","3","+Gold2TB","assets/images/Products/PCs/MicroNVR.jpg","0","0","0","1",,
,,,,,,,,,,"4988","MicroNVR Platinum (4TB)","2325","4","+Platinum4TB","assets/images/Products/PCs/hdvr_1_thumbnail.jpg","0","0","0","1",,
"635","dAN-400","222","0","Cable Lengths","Radio","1","2","","","2868","200 Feet per camera","120","4","+200",,"0","0","0","1",,
,,,,,,,,,,"2869","150 Feet per camera","80","3","+150",,"0","0","0","1",,
,,,,,,,,,,"2870","100 Feet per camera","40","2","+100",,"0","0","0","1",,
,,,,,,,,,,"2871","60 Feet per camera","20","1","+60",,"0","0","0","1",,
,,,,,,,,,,"2872","25 Feet per camera","0","0",,,"1","0","0","1",,
"633","dAN-400","222","0","Cameras","DropImage","1","0","","","2856","2 x ID-4362 - 720TVL Indoor Domes / 2 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","156","4","-IHLH","assets/images/Products/Cameras/Options/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"2857","2 x ID-4362 - 720TVL Indoor Domes / 2 x CD-8322 - 700TVL Outdoor Domes","18","3","-IHED","assets/images/Products/Cameras/Options/IHED.jpg","0","0","0","1",,
,,,,,,,,,,"2858","4 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","276","2","-LH","assets/images/Products/Cameras/CD9362/CD-9361_2_500x375.jpg","0","0","0","1",,
,,,,,,,,,,"2859","4 x CD-8322 - 700TVL Outdoor Domes","0","0","-ED","assets/images/Products/Cameras/CD-8161/CD-8161_1_500x375.jpg","1","0","0","1",,
,,,,,,,,,,"2860","4 x ID-4362 - 720TVL Indoor Domes","36","1","-IH","assets/images/Products/Cameras/ID-4261/ID-4261_1_500x375.jpg","0","0","0","1",,
,,,,,,,,,,"2861","1 x ID-4362 - 720TVL Indoor Domes / 3 x CD-8322 -700TVL Outdoor Domes","9","5","-IH1ED3","assets/images/Products/Cameras/Options/IHED.jpg","0","0","0","1",,
,,,,,,,,,,"2862","1 x ID-4362 - 720TVL Indoor Domes / 3 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","216","6","-IH1LH3","assets/images/Products/Cameras/Options/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"2863","3 x ID-4362 - 720TVL Indoor Domes / 1 x CD-8322 - 700TVL Outdoor Domes","27","7","-IH3ED1","assets/images/Products/Cameras/Options/IHED.jpg","0","0","0","1",,
,,,,,,,,,,"2864","3 x ID-4362 - 720TVL Indoor Domes / 1 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","96","8","-IH3LH1","assets/images/Products/Cameras/Options/IHLH.jpg","0","0","0","1",,
"634","dAN-400","222","0","Hard Drive Size","Dropdown","1","1","","","2865","2 TB Hard Drive Installed","50","2","+2TB",,"0","0","0","1",,
,,,,,,,,,,"2866","1 TB Hard Drive Installed","25","1","+1TB",,"0","0","0","1",,
,,,,,,,,,,"2867","500 GB Hard Drive Installed","0","0","+500GB",,"1","0","0","1",,
"636","dAN-400","222","0","Power Supply","Radio","1","3","","","2873","Multi-Camera Regulated Power Box","53","1","+PWR4-12",,"0","0","0","1",,
,,,,,,,,,,"2874","Individual Power Adapters","0","0",,,"1","0","0","1",,
"643","dAN-200","223","0","Cable Lengths","Radio","1","2","","","2898","25 Feet per camera","0","0",,,"1","0","0","1",,
,,,,,,,,,,"2899","60 Feet per camera","10","1","+60",,"0","0","0","1",,
,,,,,,,,,,"2900","100 Feet per camera","20","2","+100",,"0","0","0","1",,
,,,,,,,,,,"2901","150 Feet per camera","40","3","+150",,"0","0","0","1",,
,,,,,,,,,,"2902","200 Feet per camera","60","4","+200",,"0","0","0","1",,
"641","dAN-200","223","0","Cameras","DropImage","1","0","","","2890","2 x ID-4362 - 720TVL Indoor Domes","18","1","-IH","assets/images/Products/Cameras/ID-4261/ID-4261_1_500x375.jpg","0","0","0","1",,
,,,,,,,,,,"2891","2 x CD-8322 - 700TVL Outdoor Domes","0","0","-ED","assets/images/Products/Cameras/CD-8161/CD-8161_1_500x375.jpg","1","0","0","1",,
,,,,,,,,,,"2892","2 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","138","2","-LH","assets/images/Products/Cameras/CD9362/CD-9361_2_500x375.jpg","0","0","0","1",,
,,,,,,,,,,"2893","1 x ID-4362 - 720TVL Indoor Domes / 1 x CD-8322 - 700TVL Outdoor Domes","9","3","-IHED","assets/images/Products/Cameras/Options/IHED.jpg","0","0","0","1",,
,,,,,,,,,,"2894","1 x ID-4362 - 720TVL Indoor Domes / 1 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","87","4","-IHLH","assets/images/Products/Cameras/Options/IHLH.jpg","0","0","0","1",,
"642","dAN-200","223","0","Hard Drive Size","Dropdown","1","1","","","2895","500 GB Hard Drive Installed","0","0","+500GB",,"1","0","0","1",,
,,,,,,,,,,"2896","1 TB Hard Drive Installed","25","1","+1TB",,"0","0","0","1",,
,,,,,,,,,,"2897","2 TB Hard Drive Installed","50","2","+2TB",,"0","0","0","1",,
"644","dAN-200","223","0","Power Supply","Radio","1","3","","","2903","Individual Power Adapters","0","0",,,"1","0","0","1",,
,,,,,,,,,,"2904","Multi-Camera Regulated Power Box","53","1","+PWR4-12",,"0","0","0","1",,
"651","dAN-800","224","0","Cable Lengths","Radio","1","2","","","2942","200 Feet per camera","240","4","+200",,"0","0","0","1",,
,,,,,,,,,,"2943","150 Feet per camera","160","3","+150",,"0","0","0","1",,
,,,,,,,,,,"2944","100 Feet per camera","80","2","+100",,"0","0","0","1",,
,,,,,,,,,,"2945","60 Feet per camera","40","1","+60",,"0","0","0","1",,
,,,,,,,,,,"2946","25 Feet per camera","0","0",,,"1","0","0","1",,
"649","dAN-800","224","0","Cameras","DropImage","1","0","","","2927","4 x ID-4362 - 720TVL Indoor Domes / 4 x CD-8322 - 700TVL Outdoor Domes","36","4","-IH4ED4","assets/images/Products/Cameras/Options/IHED.jpg","0","0","0","1",,
,,,,,,,,,,"2928","6 x ID-4362 - 720TVL Indoor Domes / 2 x CD-8322 - 700TVL Outdoor Domes","54","5","-IH6ED2","assets/images/Products/Cameras/Options/IHED.jpg","0","0","0","1",,
,,,,,,,,,,"2929","8 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","552","2","-LH","assets/images/Products/Cameras/CD9362/CD-9361_2_500x375.jpg","0","0","0","1",,
,,,,,,,,,,"2930","8 x CD-8322 - 700TVL Outdoor Domes","0","0","-ED","assets/images/Products/Cameras/CD-8161/CD-8161_1_500x375.jpg","1","0","0","1",,
,,,,,,,,,,"2931","8 x ID-4362 - 720TVL Indoor Domes","72","1","-IH","assets/images/Products/Cameras/ID-4261/ID-4261_1_500x375.jpg","0","0","0","1",,
,,,,,,,,,,"2932","2 x ID-4362 - 720TVL Indoor Domes / 6 x CD-8322 -700TVL Outdoor Domes","18","3","-IH2ED6","assets/images/Products/Cameras/Options/IHED.jpg","0","0","0","1",,
,,,,,,,,,,"2933","6 x ID-4362 - 720TVL Indoor Domes / 2 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","192","6","-IH6LH2","assets/images/Products/Cameras/Options/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"2934","4 x ID-4362 - 720TVL Indoor Domes / 4 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","312","7","-IH4LH4","assets/images/Products/Cameras/Options/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"2935","2 x ID-4362 - 720TVL Indoor Domes / 6 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","432","8","-IH2LH6","assets/images/Products/Cameras/Options/IHLH.jpg","0","0","0","1",,
"650","dAN-800","224","0","Hard Drive Size","Dropdown","1","1","","","2936","2 TB Hard Drive Installed","50","2","+2TB",,"0","0","0","1",,
,,,,,,,,,,"2937","1 TB Hard Drive Installed","25","1","+1TB",,"0","0","0","1",,
,,,,,,,,,,"2938","500 GB Hard Drive Installed","0","0","+500GB",,"1","0","0","1",,
,,,,,,,,,,"2939","4 TB Hard Drives (2 x 2TB)","200","3","+4TB",,"0","0","0","1",,
,,,,,,,,,,"2940","6 TB Hard Drives (3 x 2TB)","325","4","+6TB",,"0","0","0","1",,
,,,,,,,,,,"2941","8 TB Hard Drives (4 x 2TB)","450","5","+8TB",,"0","0","0","1",,
"652","dAN-800","224","0","Power Supply","Radio","1","3","","","2947","Multi-Camera Regulated Power Box","76","1","+PWR9-12",,"0","0","0","1",,
,,,,,,,,,,"2948","Individual Power Adapters","0","0",,,"1","0","0","1",,
"675","dAN-1200","225","0","Cable Lengths","Radio","1","2","","","3062","200 Feet per camera","240","4","+200",,"0","0","0","1",,
,,,,,,,,,,"3063","150 Feet per camera","160","3","+150",,"0","0","0","1",,
,,,,,,,,,,"3064","100 Feet per camera","80","2","+100",,"0","0","0","1",,
,,,,,,,,,,"3065","60 Feet per camera","40","1","+60",,"0","0","0","1",,
,,,,,,,,,,"3066","25 Feet per camera","0","0",,,"1","0","0","1",,
"673","dAN-1200","225","0","Cameras","DropImage","1","0","","","3049","8 x ID-4362 - 720TVL Indoor Domes / 4 x CD-8322 -700TVL Outdoor Domes","72","4","-IH8ED4","assets/images/Products/Cameras/Options/IHED.jpg","0","0","0","1",,
,,,,,,,,,,"3050","12 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","828","2","-LH","assets/images/Products/Cameras/CD9362/CD-9361_2_500x375.jpg","0","0","0","1",,
,,,,,,,,,,"3051","12 x CD-8322 - 700TVL Outdoor Domes","0","0","-ED","assets/images/Products/Cameras/CD-8161/CD-8161_1_500x375.jpg","1","0","0","1",,
,,,,,,,,,,"3052","12 x ID-4362 - 720TVL Indoor Domes","108","1","-IH","assets/images/Products/Cameras/ID-4261/ID-4261_1_500x375.jpg","0","0","0","1",,
,,,,,,,,,,"3053","4 x ID-4362 - 720TVL Indoor Domes / 8 x CD-8322 - 700TVL Outdoor Domes","36","3","-IH4ED8","assets/images/Products/Cameras/Options/IHED.jpg","0","0","0","1",,
,,,,,,,,,,"3054","8 x ID-4362 - 720TVL Indoor Domes / 4 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","348","6","-IH8LH4","assets/images/Products/Cameras/Options/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"3055","4 x ID-4362 - 720TVL Indoor Domes / 8 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","588","7","-IH4LH8","assets/images/Products/Cameras/Options/IHLH.jpg","0","0","0","1",,
"674","dAN-1200","225","0","Hard Drive Size","Dropdown","1","1","","","3056","2 TB Hard Drive Installed","50","2","+2TB",,"0","0","0","1",,
,,,,,,,,,,"3057","1 TB Hard Drive Installed","25","1","+1TB",,"0","0","0","1",,
,,,,,,,,,,"3058","500 GB Hard Drive Installed","0","0","+500GB",,"1","0","0","1",,
,,,,,,,,,,"3059","4 TB Hard Drives (2 x 2TB)","200","3","+4TB",,"0","0","0","1",,
,,,,,,,,,,"3060","6 TB Hard Drives (3 x 2TB)","325","4","+6TB",,"0","0","0","1",,
,,,,,,,,,,"3061","8 TB Hard Drives (4 x 2TB)","450","5","+8TB",,"0","0","0","1",,
"676","dAN-1200","225","0","Power Supply","Radio","1","3","","","3067","Multi-Camera Regulated Power Box","119","1","+PWR16-12",,"0","0","0","1",,
,,,,,,,,,,"3068","Individual Power Adapters","0","0",,,"1","0","0","1",,
"679","dAN-1600","226","0","Cable Lengths","Radio","1","2","","","3084","200 Feet per camera","240","4","+200",,"0","0","0","1",,
,,,,,,,,,,"3085","150 Feet per camera","160","3","+150",,"0","0","0","1",,
,,,,,,,,,,"3086","100 Feet per camera","80","2","+100",,"0","0","0","1",,
,,,,,,,,,,"3087","60 Feet per camera","40","1","+60",,"0","0","0","1",,
,,,,,,,,,,"3088","25 Feet per camera","0","0",,,"1","0","0","1",,
"677","dAN-1600","226","0","Cameras","DropImage","1","0","","","3069","8 x ID-4362 - 720TVL Indoor Domes / 8 x CD-8322 - 700TVL Outdoor Domes","72","4","-IH8ED8","assets/images/Products/Cameras/Options/IHED.jpg","0","0","0","1",,
,,,,,,,,,,"3070","12 x ID-4362 - 720TVL Indoor Domes / 4 x CD-8322 -700TVL Outdoor Domes","108","5","-IH12ED4","assets/images/Products/Cameras/Options/IHED.jpg","0","0","0","1",,
,,,,,,,,,,"3071","16 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","1104","2","-LH","assets/images/Products/Cameras/CD9362/CD-9361_2_500x375.jpg","0","0","0","1",,
,,,,,,,,,,"3072","16 x CD-8322 - 700TVL Outdoor Domes","0","0","-ED","assets/images/Products/Cameras/CD-8161/CD-8161_1_500x375.jpg","1","0","0","1",,
,,,,,,,,,,"3073","16 x ID-4362 - 720TVL Indoor Domes","144","1","-IH","assets/images/Products/Cameras/ID-4261/ID-4261_1_500x375.jpg","0","0","0","1",,
,,,,,,,,,,"3074","4 x ID-4362 - 720TVL Indoor Domes / 12 x CD-8322 - 700TVL Outdoor Domes","36","3","-IH4ED12","assets/images/Products/Cameras/Options/IHED.jpg","0","0","0","1",,
,,,,,,,,,,"3075","12 x ID-4362 - 720TVL Indoor Domes / 4 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","384","6","-IH12LH4","assets/images/Products/Cameras/Options/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"3076","8 x ID-4362 - 720TVL Indoor Domes / 8 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","624","7","-IH8LH8","assets/images/Products/Cameras/Options/IHLH.jpg","0","0","0","1",,
,,,,,,,,,,"3077","4 x ID-4362 - 720TVL Indoor Domes / 12 x CD-9362 - 720TVL Outdoor Bullets with Long-Range IR","864","8","-IH4LH12","assets/images/Products/Cameras/Options/IHLH.jpg","0","0","0","1",,
"678","dAN-1600","226","0","Hard Drive Size","Dropdown","1","1","","","3078","2 TB Hard Drive Installed","50","2","+2TB",,"0","0","0","1",,
,,,,,,,,,,"3079","1 TB Hard Drive Installed","25","1","+1TB",,"0","0","0","1",,
,,,,,,,,,,"3080","500 GB Hard Drive Installed","0","0","+500GB",,"1","0","0","1",,
,,,,,,,,,,"3081","4 TB Hard Drives (2 x 2TB)","200","3","+4TB",,"0","0","0","1",,
,,,,,,,,,,"3082","6 TB Hard Drives (3 x 2TB)","325","4","+6TB",,"0","0","0","1",,
,,,,,,,,,,"3083","8 TB Hard Drives (4 x 2TB)","450","5","+8TB",,"0","0","0","1",,
"680","dAN-1600","226","0","Power Supply","Radio","1","3","","","3089","Multi-Camera Regulated Power Box","119","1","+PWR16-12",,"0","0","0","1",,
,,,,,,,,,,"3090","Individual Power Adapters","0","0",,,"1","0","0","1",,
"1958","dMicroNVR","237","0","CPU","Dropdown","1","0","","","9067","Intel i3 CPU","0","0","+i3",,"1","0","0","1",,
,,,,,,,,,,"9068","Intel i5 CPU","150","1","+i5",,"0","0","0","1",,
,,,,,,,,,,"9069","Intel i7 CPU","415","2","+i7",,"0","0","0","1",,
"1961","dMicroNVR","237","0","Hard Drive Size","Dropdown","1","4","","","9074","1 TB Hard Drive Installed","0","0","+1TB",,"1","0","0","1",,
,,,,,,,,,,"9075","2 TB Hard Drive Installed","55","1","+2TB",,"0","0","0","1",,
,,,,,,,,,,"9076","5 TB Hard Drive Installed w/Extended Plate","375","2","+5TB",,"0","0","0","1",,
"1963","dMicroNVR","237","0","M2 OS Drive","Dropdown","1","1","","","9099","M.2 OS Drive","0","0","+M2",,"1","0","0","0",,
,,,,,,,,,,"9100","No M.2 Drive - OS Installed on HDD","-30","1",,,"0","0","0","0",,
"1962","dMicroNVR","237","0","Number of IP Licenses","Dropdown","1","10","","","9077","10 IP Camera Licenses","420","6","-10",,"0","0","0","1",,
,,,,,,,,,,"9078","11 IP Camera Licenses","490","7","-11",,"0","0","0","1",,
,,,,,,,,,,"9079","12 IP Camera Licenses","560","8","-12",,"0","0","0","1",,
,,,,,,,,,,"9080","13 IP Camera Licenses","630","9","-13",,"0","0","0","1",,
,,,,,,,,,,"9081","14 IP Camera Licenses","700","10","-14",,"0","0","0","1",,
,,,,,,,,,,"9082","15 IP Camera Licenses","770","11","-15",,"0","0","0","1",,
,,,,,,,,,,"9083","16 IP Camera Licenses","840","12","-16",,"0","0","0","1",,
,,,,,,,,,,"9084","17 IP Camera Licenses","910","13","-17",,"0","0","0","1",,
,,,,,,,,,,"9085","18 IP Camera Licenses","980","14","-18",,"0","0","0","1",,
,,,,,,,,,,"9086","19 IP Camera Licenses","1050","15","-19",,"0","0","0","1",,
,,,,,,,,,,"9087","20 IP Camera Licenses","1120","16","-20",,"0","0","0","1",,
,,,,,,,,,,"9088","21 IP Camera Licenses","1190","17","-21",,"0","0","0","1",,
,,,,,,,,,,"9089","22 IP Camera Licenses","1260","18","-22",,"0","0","0","1",,
,,,,,,,,,,"9090","23 IP Camera Licenses","1330","19","-23",,"0","0","0","1",,
,,,,,,,,,,"9091","24 IP Camera Licenses","1400","20","-24",,"0","0","0","1",,
,,,,,,,,,,"9092","4 IP Camera Licenses","0","0","-4",,"1","0","0","1",,
,,,,,,,,,,"9093","5 IP Camera Licenses","70","1","-5",,"0","0","0","1",,
,,,,,,,,,,"9094","6 IP Camera Licenses","140","2","-6",,"0","0","0","1",,
,,,,,,,,,,"9095","7 IP Camera Licenses","210","3","-7",,"0","0","0","1",,
,,,,,,,,,,"9096","8 IP Camera Licenses","280","4","-8",,"0","0","0","1",,
,,,,,,,,,,"9097","9 IP Camera Licenses","350","5","-9",,"0","0","0","1",,
,,,,,,,,,,"9098","No IP Camera Licenses","-140","21","-NoIP",,"0","0","0","1",,
"1960","dMicroNVR","237","0","Operating System","Dropdown","1","2","","","9072","Windows 10 Embedded","0","0","+Win10H",,"1","0","0","1",,
,,,,,,,,,,"9073","No Operating System","-60","1","-NoOS",,"0","0","0","1",,
"1959","dMicroNVR","237","0","RAM","Dropdown","1","1","","","9070","16GB DDR RAM","85","1","+16GB",,"0","0","0","1",,
,,,,,,,,,,"9071","8GB DDR RAM","0","0","+8GB",,"1","0","0","1",,
"1548","dPlatinumNVR","238","0","CPU","Dropdown","1","0","","","6725","Intel i5 CPU","0","0","+i5",,"1","0","0","1",,
,,,,,,,,,,"6726","Intel i7 CPU","250","1","+i7",,"0","0","0","1",,
,,,,,,,,,,"6727","Intel i3 CPU","-95","2","+i3",,"0","0","0","1",,
"1978","dPlatinumNVR","238","0","Hard Drive Size","Dropdown","1","3","","","9328","1 TB Hard Drive Installed + M.2 OS Drive","0","0","+1TB",,"0","0","0","1",,
